App Name,Ad Name,Month,Time Zone,Currency,Country Code,Country,Shop Plan,Device Type,Search Term,Keyword,Match Type,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,make an offer,make an offer,exact,4.03,24,5,0.208333,3,0.6,8,13.333333,40,1.833333,0.75,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,make an offer,make an offer,exact,4.03,22,5,0.227272,0,0,8,0,40,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,make offer,make offer,exact,3.03,19,3,0.157894,1,0.333333,7,21,21,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,pay what you want,pay what you want,exact,3.03,17,2,0.117647,1,0.5,7,14,14,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,pay what you want,pay what you want,exact,3.03,16,6,0.375,2,0.333333,7,21,42,1,0.941176,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,make an offer,make an offer,exact,4.03,9,2,0.222222,0,0,8,0,16,2,1.8,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Plus,desktop,make an offer,make an offer,exact,4.03,8,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,best offer,best offer,exact,5,5,0,0,0,0,0,0,0,4.2,0.555555,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,pwyw,pwyw,broad,3.03,4,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,FR,France,Basic,desktop,pay what you want,pay what you want,exact,3.03,4,0,0,0,0,0,0,0,1,0.8,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Advanced,desktop,make offer,make offer,exact,3.03,4,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,make offer,make offer,exact,3.03,3,2,0.666666,0,0,7,0,14,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,make an offer,make an offer,exact,4.03,3,1,0.333333,0,0,8,0,8,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,FR,France,Grow,desktop,price negotiation,price negotiation,exact,6,2,1,0.5,0,0,6,0,6,3,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,NZ,New Zealand,Basic,desktop,pay what you want,pay what you want,exact,3.03,2,1,0.5,0,0,7,0,7,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,pay what you want,pay what you want,exact,3.03,2,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,not_applicable,desktop,pay what you want - pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Trial,desktop,pay what you want,pay what you want,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,2,0.333333,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Trial,desktop,make me an offer,make me an offer,exact,6,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,not_applicable,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Basic,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,best offer,best offer,exact,5,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,best offer,best offer,exact,5,1,1,1,0,0,5,0,5,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,deal maker,deal maker,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Trial,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Plus,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Grow,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,adjust price,adjust price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Advanced,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Advanced,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Advanced,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Trial,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,FR,France,Trial,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Plus,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Plus,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Grow,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,FR,France,Grow,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Grow,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Grow,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,not_applicable,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,not_applicable,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,NZ,New Zealand,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,FR,France,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,dynamic pricing,dynamic pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Grow,desktop,flexible pricing,flexible pricing,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,name your price,name your price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,name your price,name your price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,name your price,name your price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,Basic,desktop,custom price,custom price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Plus,desktop,negotiated ups parcel rates,negotiation,broad,5,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Plus,desktop,negotiated parcel rates,negotiation,broad,5,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,ai negotiation,negotiation,broad,5,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,bid price,bid price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,easy donation (best for simple pwyw),pwyw,broad,3.03,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,CA,Canada,not_applicable,desktop,pay what you want,pay what you want,exact,3.03,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,offer button,offer button,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,make offers,make offers,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,make offers,make offers,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,not_applicable,desktop,make and offer,make and offer,exact,3,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,GB,United Kingdom,not_applicable,desktop,make an offer,make an offer,exact,4.03,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-02-01,UTC,USD,US,United States,Basic,desktop,make a offer,make a offer,exact,3,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,pay what you want,pay what you want,exact,3.03,68,9,0.132352,4,0.444444,7,15.75,63,1.058823,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,make an offer,make an offer,exact,4.03,49,5,0.10204,2,0.4,8,20,40,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,not_applicable,desktop,make an offer,make an offer,exact,4.03,21,4,0.190476,1,0.25,8,32,32,1.95238,0.677419,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,make offer,make offer,exact,3.03,14,1,0.071428,1,1,7,7,7,2.142857,0.933333,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Basic,desktop,make an offer,make an offer,exact,4.03,10,2,0.2,0,0,8,0,16,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Grow,desktop,pay what you want,pay what you want,exact,3.03,9,1,0.111111,0,0,7,0,7,1.222222,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,not_applicable,desktop,pay what you want,pay what you want,exact,3.03,9,1,0.111111,0,0,7,0,7,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,not_applicable,desktop,negotiate,negotiation,broad,5,8,2,0.25,0,0,5,0,10,3.125,0.5,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,pwyw,pwyw,broad,3.03,8,2,0.25,1,0.5,5.5,11,11,1.5,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Basic,desktop,pay what you want,pay what you want,exact,3.03,7,2,0.285714,0,0,7,0,14,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Basic,desktop,pwyw,pwyw,broad,3.03,6,3,0.5,0,0,5.5,0,16.5,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Grow,desktop,make an offer,make an offer,exact,4.03,6,1,0.166666,1,1,8,8,8,2,1,1,28.38,3.5475,8,1
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Basic,desktop,pay what you want - pwyw,pwyw,broad,3.03,5,1,0.2,0,0,5.5,0,5.5,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Advanced,desktop,make an offer,make an offer,exact,4.03,5,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Plus,desktop,negotiator,negotiation,broad,5,4,1,0.25,0,0,5,0,5,3,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,negotiate,negotiation,broad,5,4,1,0.25,0,0,5,0,5,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Trial,desktop,pay what you want,pay what you want,exact,3.03,4,1,0.25,1,1,7,7,7,1.5,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Basic,desktop,pay what you want,pay what you want,exact,3.03,4,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Plus,desktop,make an offer,make an offer,exact,4.03,4,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,not_applicable,desktop,make an offer,make an offer,exact,4.03,4,1,0.25,0,0,8,0,8,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Basic,desktop,make an offer,make an offer,exact,4.03,4,1,0.25,0,0,8,0,8,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,best offer,best offer,exact,5,4,0,0,0,0,0,0,0,2.75,0.8,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Advanced,desktop,pay what you want,pay what you want,exact,3.03,3,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,NZ,New Zealand,Basic,desktop,pay what you want,pay what you want,exact,3.03,3,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Basic,desktop,pay what you want,pay what you want,exact,3.03,3,1,0.333333,1,1,7,7,7,1,1,1,0.02,0.002857,7,1
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Plus,desktop,make an offer,make an offer,exact,4.03,3,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,not_applicable,desktop,make an offer,make an offer,exact,4.03,3,3,1,0,0,8,0,24,1,0.333333,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Grow,desktop,pwyw,pwyw,broad,3.03,2,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Basic,desktop,pay what you want (pwyw) by studio six,pwyw,broad,3.03,2,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Trial,desktop,pay what you want,pay what you want,exact,3.03,2,1,0.5,1,1,7,7,7,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Plus,desktop,pay what you want,pay what you want,exact,3.03,2,0,0,0,0,0,0,0,1.5,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Grow,desktop,pay what you want,pay what you want,exact,3.03,2,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Basic,desktop,pay what you want,pay what you want,exact,3.03,2,1,0.5,0,0,7,0,7,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Grow,desktop,make an offer,make an offer,exact,4.03,2,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Advanced,desktop,best offer,best offer,exact,5,2,1,0.5,0,0,5,0,5,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Grow,desktop,negotiator,negotiation,broad,5,1,0,0,0,0,0,0,0,3,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,not_applicable,desktop,negotiation tool,negotiation,broad,5,1,0,0,0,0,0,0,0,3,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Advanced,desktop,pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Grow,desktop,pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,not_applicable,desktop,pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Basic,desktop,pwyw,pwyw,broad,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Plus,desktop,pay what you want,pay what you want,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Grow,desktop,pay what you want,pay what you want,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,not_applicable,desktop,pay what you want,pay what you want,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,not_applicable,desktop,pay what you want,pay what you want,exact,3.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Basic,desktop,offer price,offer price,exact,6,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Advanced,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Plus,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,not_applicable,desktop,make offer,make offer,exact,3.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Advanced,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Advanced,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,FR,France,Trial,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Plus,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,2,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Grow,desktop,make an offer,make an offer,exact,4.03,1,1,1,0,0,8,0,8,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,NZ,New Zealand,Basic,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,AU,Australia,Basic,desktop,make an offer,make an offer,exact,4.03,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,CA,Canada,Grow,desktop,best offer,best offer,exact,5,1,0,0,0,0,0,0,0,1,1,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Plus,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,GB,United Kingdom,Grow,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Basic,desktop,price adjustment,price adjustment,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Make an Offer,Make an Offer Awareness - USA/CAD,2025-03-01,UTC,USD,US,United States,Grow,desktop,adjust price,adjust price,exact,1,0,0,0,0,0,0,0,0,0,0,,,,,
